Country Name,Country Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Eswatini,SWZ,2902.099077,3059.609713,3175.223335,3179.064297,3205.875216,3304.439792,3356.043831,3513.376924,3623.660208,3629.799017,3680.349473,3686.215665,3724.761904,3774.621243,3833.246815
Syria,SYR,1433.815243,1451.002284,1470.165882,1477.572513,1524.941427,1592.350737,1659.54095,1260.888751,970.1117626,910.4424922,916.3580331,891.0959626,903.7536858,925.2420459,952.8848807
Chad,TCD,676.1621123,657.0847359,655.9425672,653.8711528,659.2523295,724.0305855,700.6627053,737.6126079,753.9626233,779.8466467,776.0197523,704.9600718,663.1647294,658.6888919,660.0699288
Togo,TGO,467.8188481,467.6141135,449.8269181,455.5532956,467.9041431,483.2360995,500.5705222,519.3212231,536.7290255,553.909506,570.9099672,587.6580627,598.1914231,612.785751,630.7905096
Thailand,THA,4412.444295,4603.752447,4826.871477,4884.417785,4826.321427,5163.597664,5182.042369,5531.349019,5654.28542,5685.402121,5840.053067,6018.177484,6247.992078,6489.257186,6617.542822
Tajikistan,TJK,630.781964,661.9430059,699.4219212,739.262575,751.9463107,783.5193787,822.9032077,864.700443,907.3781037,945.5254403,978.4049812,1020.616156,1066.406748,1119.642848,1174.091716
Turkmenistan,TKM,2786.773872,3056.916879,3353.144774,3794.922165,3968.373007,4265.948601,4810.896166,5249.704149,5679.019269,6149.426054,6432.685325,6714.377521,7032.457913,7349.459106,7692.578707
Trinidad and Tobago,TTO,15312.7211,17254.65028,17993.49737,18518.88385,17618.83412,18105.34475,17943.48295,18054.6947,18335.882,18053.47975,18214.46062,17103.86558,16515.02512,16457.19416,16192.3235
Tunisia,TUN,3350.563726,3493.627809,3690.582873,3806.461136,3880.846556,3975.729073,3870.75792,3983.250877,4029.255783,4097.073215,4094.836287,4095.175592,4139.656377,4195.251005,4206.954025
Turkey,TUR,7738.578215,8173.536251,8483.966136,8451.479111,7942.031331,8491.588652,9299.137303,9586.769088,10225.71609,10549.67606,11006.27952,11187.05364,11835.26111,12006.81588,11955.43346
Tanzania,TZA,692.4770826,717.2611618,744.5248611,764.8581586,782.3978439,808.1404996,844.9060939,857.0876977,888.2631715,920.0779862,947.9333517,983.1658654,1018.98966,1042.987717,1071.350062
Uganda,UGA,610.4893199,655.335154,688.4214508,725.1252029,750.2984199,767.7385267,813.5351388,818.307499,820.6864349,834.1526237,847.2676289,855.8971759,850.1621977,870.7087403,894.5203669
Ukraine,UKR,2144.247845,2322.244681,2528.081134,2598.832985,2215.271969,2315.099789,2449.957703,2459.75688,2466.484154,2346.236976,2124.662319,2185.317133,2246.738642,2336.976329,2425.634642
Uruguay,URY,10169.59687,10574.93235,11245.21946,12021.63842,12496.40299,13433.06207,14086.0179,14541.03267,15168.41863,15609.02105,15613.74597,15821.35902,16020.3805,16037.93211,16036.2964
United States,USA,52796.08982,53782.29729,54272.71955,53688.36514,51869.70631,52759.99808,53190.23112,53989.24834,54604.13005,55574.35682,56863.3715,57418.93385,58387.77581,59821.59227,60836.77145
Uzbekistan,UZB,1560.292008,1656.222593,1787.490213,1917.849372,2037.581498,2131.357731,2231.052724,2354.593655,2487.244416,2613.748262,2753.971072,2867.051128,2943.099222,3047.308384,3161.415381
Venezuela,VEN,,,,,,,,,,,,,,,
Vietnam,VNM,1273.345509,1349.563698,1432.205814,1498.838365,1564.347486,1648.2618,1733.311285,1805.36117,1883.308537,1975.079058,2085.101349,2191.819699,2317.369069,2456.791224,2604.224166
Yemen,YEM,2536.188835,2543.208024,2554.653047,2574.100985,2599.490011,2722.521398,2311.205082,2302.14829,2348.517585,2282.691868,1601.830063,1415.839376,1311.843419,1290.925239,
South Africa,ZAF,5587.793352,5826.826199,6060.394209,6170.905329,5992.027283,6084.967978,6182.793901,6231.620759,6284.86025,6273.566318,6259.839681,6209.365888,6192.8924,6199.891699,6125.735325
Zambia,ZMB,918.310355,965.0655707,1018.119681,1067.755238,1133.85341,1214.694994,1244.137787,1297.762597,1321.248838,1340.810981,1338.290927,1347.748086,1354.407115,1368.601756,1348.738357
Zimbabwe,ZWE,1137.30318,1090.818029,1042.355344,849.6115841,940.5316649,1110.447012,1248.729206,1432.305854,1435.062663,1443.617777,1445.069702,1433.608776,1479.376056,1529.026374,1414.829099
